@relation houses

@attribute median_house_value numeric
@attribute median_income numeric
@attribute housing_median_age numeric
@attribute total_rooms numeric
@attribute total_bedrooms numeric
@attribute population numeric
@attribute households numeric
@attribute latitude numeric
@attribute binaryClass {P,N}

@data
174100,4.8274,21,1738,295,983,298,32.57,N
156000,3.1645,27,2511,615,1427,576,32.58,N
159400,2.3194,32,1870,437,1142,426,32.58,N
195300,2.3603,27,1417,373,814,348,32.58,N
257700,2.9286,20,2524,682,1819,560,32.56,N
135600,2.5988,28,1869,407,1074,344,32.58,N
140500,3.3371,32,2723,586,1702,562,32.57,N
133300,2.6715,35,1450,256,930,286,32.57,N
131600,3.0217,26,1360,309,869,328,32.58,N
125000,2.2755,21,2894,685,2109,712,32.58,N
127600,2.3824,27,2616,591,1889,577,32.58,N
133700,2.3253,14,5058,1299,3662,1193,32.57,N
143200,2.1773,17,2020,534,1529,500,32.59,N
132500,2.4213,12,1086,294,870,290,32.58,N
153100,2.1179,18,2329,580,1538,567,32.59,N
144500,2.6724,28,2793,706,1825,676,32.59,N
147800,3.3906,36,1940,399,1076,382,32.58,N
478500,8.7991,10,7374,1157,1900,794,32.63,N
67500,3.5357,26,1617,279,2745,250,32.63,N
187500,7.3669,16,5895,1424,873,522,32.68,N
500001,3.25,29,1539,344,556,289,32.68,N
500001,5.1009,52,1837,313,668,300,32.69,N
320800,3.2121,37,3112,716,1304,674,32.69,N
452800,4.4777,44,2819,514,1258,503,32.69,N
500001,5.3177,40,2236,331,767,316,32.69,N
432400,5.1249,48,2764,491,978,449,32.69,N
334600,4.7891,19,2802,802,1159,597,32.69,N
422200,4.5189,45,3168,598,1341,562,32.69,N
409700,4.0488,33,4084,897,1804,833,32.7,N
368800,3.6759,44,2655,514,1102,489,32.7,N
404500,5.1386,42,1691,286,761,281,32.7,N
482700,6.3612,35,2921,438,1042,415,32.69,N
125000,1.9107,36,26,14,58,23,32.68,N
93000,1.6094,43,515,146,445,140,32.67,N
92500,1.6806,46,928,236,790,235,32.67,N
47500,1.7961,52,204,74,248,57,32.67,N
60000,1.125,52,16,4,8,3,32.66,N
83300,1.4844,52,280,71,217,71,32.67,N
118800,1.625,52,25,5,14,9,32.66,N
117000,2.0972,37,1157,332,983,306,32.67,N
127100,1.8333,38,833,206,570,182,32.66,N
114300,1.6389,37,1232,330,1086,330,32.66,N
106300,2.1542,27,1782,560,1785,560,32.66,N
109100,2.0982,26,2629,763,2721,767,32.67,N
110600,2.0213,22,1690,541,1669,494,32.67,N
120600,2.8089,30,2662,653,1997,605,32.68,N
108900,2.052,31,2051,549,1581,538,32.67,N
92900,1.2745,15,1635,553,1347,597,32.67,N
88900,2.0488,20,1012,269,837,240,32.68,N
103600,1.8112,29,4174,1195,3675,1124,32.69,N
107600,2.0724,42,2013,568,1920,557,32.68,N
90300,2.0156,47,771,224,637,212,32.68,N
93600,2.0398,49,1412,350,1200,332,32.68,N
97800,1.7802,47,1044,274,1003,280,32.68,N
99600,2.4943,45,1183,289,900,266,32.68,N
118000,3.4609,29,1429,293,1091,317,32.69,N
117000,3.4875,31,2558,487,1938,492,32.69,N
111400,3.6875,36,1571,284,1001,268,32.69,N
112700,3.4583,34,1469,267,1031,267,32.69,N
100000,2.2201,29,1792,449,1650,396,32.68,N
153300,4.069,28,1485,275,820,283,32.69,N
112400,2.9318,26,3071,615,2156,568,32.68,N
122600,1.324,19,3635,1078,3127,1098,32.68,N
104900,2.0114,20,2569,737,2341,705,32.68,N
112300,2.3814,28,2758,623,2179,631,32.67,N
118200,2.5662,31,3008,764,2088,757,32.67,N
136300,3.375,46,844,147,423,161,32.66,N
103400,2.81,43,1004,236,839,235,32.66,N
95600,1.8977,35,3200,725,1723,610,32.67,N
204900,3.4701,12,4131,891,2272,840,32.65,N
172800,4.1325,32,5135,1025,2152,944,32.64,N
145800,1.8672,43,1005,230,548,252,32.64,N
147000,2.5392,17,2633,712,1487,694,32.65,N
150000,1.9241,38,917,256,494,233,32.64,N
141700,1.6806,11,1651,533,947,515,32.64,N
145800,2.619,20,1445,323,573,334,32.65,N
150000,2.6296,25,3509,985,2359,899,32.65,N
123800,2.3562,28,2296,603,1277,550,32.65,N
145900,2.7218,38,2095,536,1240,550,32.64,N
142700,2.507,30,3171,862,2126,800,32.64,N
134700,2.5658,29,1578,460,1236,461,32.64,N
57500,1.6321,20,1999,651,1302,592,32.64,N
131300,1.62,19,2571,791,1205,783,32.64,N
67500,2.4148,27,2920,770,1935,746,32.63,N
67500,1.858,23,1619,447,1025,415,32.64,N
131500,2.1719,27,1846,509,1078,482,32.62,N
128700,3.0729,37,1538,298,867,285,32.62,N
129700,2.4866,37,1925,428,1344,426,32.62,N
129700,2.1955,34,1576,364,1153,381,32.62,N
139800,2.1281,33,2891,793,1607,754,32.63,N
147500,1.947,24,3613,973,2002,931,32.64,N
150000,1.8417,33,620,161,420,164,32.63,N
150400,4.6477,38,1486,269,745,295,32.64,N
156900,3.455,37,2303,379,1026,357,32.63,N
129500,2.24,30,2873,774,1593,731,32.64,N
160200,4.125,37,1326,234,612,240,32.63,N
189700,3.9167,36,786,125,408,138,32.62,N
154900,3.5583,40,1706,322,796,303,32.63,N
145500,3.7583,37,2372,444,1056,419,32.63,N
159400,2.6146,30,2504,559,1827,490,32.63,N
146300,2.2788,28,2080,427,1266,434,32.63,N
158600,3.0771,28,2468,506,1353,522,32.62,N
150400,3.4773,36,1674,309,818,307,32.62,N
118800,2.1548,23,1157,309,640,313,32.61,N
113000,3.6467,21,1945,430,1335,419,32.61,N
151900,2.2685,16,5192,1381,3261,1321,32.62,N
149100,3.3514,27,2264,525,1485,468,32.61,N
155900,2.7838,19,5016,1173,2750,1081,32.62,N
128300,2.8489,34,4325,1015,2609,979,32.61,N
135500,2.1441,22,5016,1331,3222,1196,32.61,N
67500,1.9267,18,2602,551,1042,550,32.6,N
96200,1.6007,21,1779,466,1327,488,32.59,N
134400,2.3929,30,144,52,220,48,32.59,N
121900,2.2544,24,1901,490,1334,476,32.6,N
128400,2.1765,10,1686,414,1000,391,32.61,N
152300,2.0571,24,4369,1353,3123,1247,32.61,N
131100,2.5625,23,1630,362,1267,418,32.61,N
106300,2.2903,13,1607,435,983,400,32.6,N
94600,1.7472,25,1075,238,434,234,32.6,N
107300,2.4191,24,1088,268,1095,246,32.6,N
108200,2.7014,33,905,205,989,222,32.6,N
160100,4.1958,31,4911,861,2334,843,32.63,N
144500,4.2851,34,3928,686,2315,681,32.62,N
156000,4.9962,26,3620,607,2000,593,32.62,N
139900,3.5096,31,4033,715,2585,715,32.61,N
129700,3.2633,21,6034,1205,3795,1146,32.61,N
139300,3.8615,26,1563,286,1145,313,32.61,N
139800,4.2241,20,8052,1461,5094,1430,32.6,N
152900,3.9076,18,4747,846,3002,872,32.6,N
98300,3.0495,16,4683,929,3073,865,32.59,N
160200,4.1154,26,2074,356,1228,335,32.63,N
151900,4.6793,27,1710,282,1089,297,32.62,N
171300,5.1538,23,1553,216,778,229,32.61,N
166900,6.0086,22,1028,148,523,152,32.61,N
143400,5.152,26,1335,224,742,215,32.6,N
98100,3.0365,19,1902,335,1102,313,32.59,N
184300,4.7068,6,7995,1458,4771,1376,32.62,N
186100,5.766,30,4494,667,1883,680,32.64,N
169800,4.2204,29,4168,742,2096,713,32.63,N
156300,5.5248,22,2346,380,1217,382,32.68,N
266900,5.551,17,2319,348,1125,337,32.67,N
264100,6.6143,16,2238,307,1002,303,32.67,N
245200,6.5772,20,1505,184,635,182,32.67,N
293900,6.9664,11,9992,1368,4495,1316,32.66,N
273600,6.6272,19,771,103,376,108,32.66,N
233400,5.6631,4,16450,2833,7985,2683,32.65,N
193500,3.9519,15,4331,699,2046,627,32.64,N
247800,4.2155,8,8806,1401,3159,1059,32.65,N
290500,7.6344,14,1111,142,472,145,32.65,N
170400,4.9792,11,3098,490,1391,484,32.64,N
221600,5.7358,7,6483,976,3269,1005,32.63,N
225600,4.0298,5,2329,542,1213,514,32.64,N
281700,6.5151,5,260,41,157,42,32.64,N
227700,5.7789,13,2087,313,1165,330,32.63,N
213700,5.2489,14,2796,476,1466,464,32.63,N
181600,5.1354,26,2756,422,1166,398,32.63,N
189900,3.1771,17,3101,547,1410,486,32.74,N
158300,2.6944,17,3943,843,1995,766,32.74,N
173700,4.9286,24,977,147,454,169,32.74,N
162300,5.1098,16,3361,537,1754,578,32.74,N
158300,4.5135,15,4209,680,1914,641,32.72,N
175300,5.0864,16,952,143,530,143,32.73,N
223300,4.6667,4,1078,158,571,184,32.72,N
176100,4.2192,14,7410,1344,3597,1274,32.74,N
141700,3.9583,7,2722,578,1429,574,32.74,N
155000,2.4567,18,2413,533,1129,551,32.71,N
157100,5.2671,17,1635,272,960,279,32.73,N
270700,5.9878,26,2460,313,838,299,32.76,N
214000,4.375,25,4137,662,1905,630,32.75,N
186900,4.7973,28,3519,583,1720,590,32.75,N
170800,2.9886,18,1519,369,802,347,32.75,N
228900,6.1768,33,3071,466,1348,513,32.76,N
266200,4.9528,13,5543,857,2074,737,32.76,N
229700,5.1221,4,14934,2479,6945,2418,32.75,N
181300,5.9202,9,1859,307,947,304,32.76,N
249400,5.2741,7,1659,237,862,242,32.76,N
240900,4.7813,5,8710,1614,4372,1527,32.75,N
189100,6.5645,31,1989,280,805,301,32.76,N
273500,4.625,21,3833,595,1645,589,32.76,N
215300,3.9844,18,3341,611,1952,602,32.74,N
118800,1.8856,17,2357,599,1423,510,32.74,N
153800,4.0357,30,1856,339,1103,379,32.73,N
178100,3.9545,26,4038,706,2065,687,32.75,N
152500,4.3088,34,2105,340,973,357,32.75,N
135200,2.6973,31,3473,722,2098,677,32.74,N
120800,2.8646,22,2526,530,1556,529,32.73,N
127600,3.7647,17,6050,1143,3424,1131,32.73,N
143200,2.1362,10,3817,943,2352,875,32.72,N
132300,2.3068,12,2914,734,2104,703,32.72,N
150100,4.0444,15,3660,622,2629,612,32.7,N
131000,4.3714,23,2785,468,1456,449,32.7,N
121400,3.4551,18,2355,444,1277,433,32.71,N
113800,3.8904,21,3049,582,2355,585,32.71,N
123500,3.725,22,2263,441,1395,416,32.71,N
129100,2.981,20,3506,692,1977,668,32.71,N
169500,4.0391,15,825,130,334,131,32.72,N
143300,4.775,14,1771,301,1046,284,32.72,N
149600,3.8295,13,1330,216,719,215,32.72,N
169500,4.7679,11,1112,164,441,174,32.72,N
144700,3.5,30,4205,772,2012,734,32.74,N
142000,3.5096,34,2061,391,1169,400,32.73,N
154400,3.4784,32,1750,333,997,335,32.73,N
130400,3.0125,37,821,150,404,135,32.74,N
141400,4.7952,22,5201,865,3280,817,32.73,N
126900,3.7763,36,2030,369,1142,357,32.72,N
123600,3.5861,38,3174,606,1557,619,32.73,N
125400,3.5938,38,886,176,505,188,32.72,N
120600,3.0588,37,2192,455,1515,446,32.72,N
137000,4.0813,24,5474,955,3020,904,32.72,N
130700,3.2717,36,2084,400,1097,398,32.73,N
125400,3.5492,25,1375,267,1032,278,32.73,N
133900,3.9485,35,3669,617,1694,585,32.72,N
133900,3.5529,27,3184,588,1763,571,32.73,N
129700,2.4345,35,1878,454,991,409,32.74,N
140700,3.6848,33,3880,770,2288,805,32.74,N
119200,1.8594,12,3301,963,2000,879,32.74,N
132000,1.7179,5,2878,785,1727,758,32.74,N
144000,3.5192,36,2297,418,1070,392,32.75,N
142900,2.8306,29,2767,612,1437,587,32.75,N
133700,2.7014,43,1718,344,826,336,32.75,N
161200,2.875,34,1796,428,918,424,32.77,N
154200,1.0278,15,1204,326,543,326,32.76,N
185700,3.11,40,2523,488,976,470,32.76,N
217100,5.2835,33,3296,537,1345,556,32.75,N
187300,3.0897,24,7879,1655,3898,1534,32.75,N
148900,2.734,26,4263,1037,2199,1010,32.77,N
141400,3.141,43,3171,665,1534,625,32.76,N
154800,3.6625,37,4879,906,2076,871,32.76,N
152200,3.7368,37,2979,557,1285,564,32.76,N
144700,2.9624,16,7963,1881,3769,1804,32.77,N
118200,2.3393,19,4819,1492,2572,1336,32.77,N
161700,4.7941,37,1184,178,529,192,32.78,N
171300,2.5707,17,5481,1618,2957,1537,32.78,N
158200,3.3675,33,3481,708,1726,719,32.78,N
174400,4.2992,31,2366,383,1077,387,32.79,N
166300,2.7006,17,7352,1699,3331,1634,32.79,N
173500,2.8125,30,1802,401,776,386,32.77,N
189600,2.8594,22,3626,824,1800,769,32.76,N
223700,4.0549,34,3415,608,1464,593,32.76,N
185200,2.9,24,2311,536,1005,525,32.77,N
164200,2.6678,34,3330,723,1592,656,32.77,N
149300,3.0179,43,841,192,496,207,32.77,N
155300,3.4421,31,3776,815,1886,799,32.79,N
235600,2.9896,20,2616,597,1532,579,32.78,N
163000,3.4659,31,2567,507,1198,499,32.78,N
147900,4.0491,36,2211,384,868,329,32.79,N
165100,4.0658,33,2420,393,1003,397,32.79,N
165800,3.744,26,3623,703,1609,669,32.79,N
222800,5.4333,29,1114,163,385,154,32.78,N
155800,3.4773,31,3256,726,1595,706,32.79,N
301600,6.1103,35,2306,334,828,310,32.77,N
379600,8.093,29,3558,447,1097,445,32.77,N
226800,4.3977,31,2545,373,956,342,32.76,N
241400,5.5,35,2114,317,881,320,32.77,N
138100,3.3906,33,2432,443,1147,427,32.78,N
132800,2.1638,26,2807,630,1785,580,32.78,N
226900,4.7943,26,8902,1413,3941,1387,32.78,N
159100,4.4306,21,4192,752,2101,710,32.78,N
316400,7.5,15,4058,511,1580,473,32.78,N
275000,6.6783,16,2770,406,1269,429,32.77,N
307100,6.2609,8,3600,492,1421,482,32.77,N
296400,6.2552,20,3425,448,1489,443,32.78,N
303400,6.3191,25,3308,421,1201,414,32.77,N
193200,3.434,17,13559,2656,6990,2533,32.78,N
197600,3.6445,17,4234,770,2191,725,32.83,N
143200,4.2014,35,2926,562,1590,506,32.81,N
187200,4.875,19,1747,291,848,290,32.8,N
167800,5.4288,6,3123,495,1513,480,32.83,N
210500,4.8125,18,2367,402,1021,395,32.81,N
142000,4.5224,24,4055,742,2123,744,32.79,N
140600,3.0927,23,5759,1258,3108,1202,32.79,N
208800,5.6846,32,1943,287,1081,292,32.8,N
294700,6.7685,21,3770,491,1410,446,32.79,N
109800,1.8937,21,7906,2292,4868,2117,32.8,N
142300,3.0192,19,3354,699,1948,682,32.79,N
123200,2.0326,19,11391,3093,7178,2905,32.79,N
120800,1.3291,16,3920,1094,2612,1023,32.8,N
123800,2.6087,19,3008,693,2341,689,32.79,N
133700,2.6324,35,1081,266,691,259,32.79,N
104200,1.8357,24,2493,693,1420,643,32.8,N
112500,1.9893,19,4108,1101,2971,1006,32.79,N
138800,2.3221,17,5236,1325,3308,1233,32.79,N
138600,3.7019,37,1255,238,671,278,32.78,N
136400,2.9784,35,1113,236,681,246,32.78,N
113600,2.6635,32,1255,338,782,302,32.79,N
189700,3.8667,32,3756,662,1611,598,32.79,N
164400,3.963,28,5721,1029,2672,1054,32.8,N
195800,5.2907,34,3657,538,1513,562,32.8,N
150300,4.5662,33,1816,325,768,316,32.8,N
144100,3.0189,29,2045,398,912,368,32.8,N
201000,4.2386,25,4436,758,1997,738,32.81,N
250000,6.2787,18,10968,1521,4439,1501,32.81,N
112500,2.6458,23,149,32,101,34,32.83,N
125000,2.1422,19,1573,471,844,414,32.81,N
111400,2.4367,15,3927,1018,2204,977,32.8,N
135200,2.8175,22,4266,1010,2766,985,32.81,N
137500,2.4141,28,3042,729,1964,703,32.8,N
124100,2.065,19,4574,1152,3045,1057,32.8,N
134400,3.369,25,3421,803,1681,742,32.8,N
165300,5.0118,34,1765,284,772,282,32.82,N
158900,3.3669,23,2668,528,1510,524,32.81,N
171000,4.2586,26,4129,714,1820,718,32.82,N
232000,5.4834,22,4331,637,1952,654,32.81,N
160400,3.5586,33,1518,268,857,272,32.8,N
112500,1.6686,17,1312,394,836,337,32.81,N
130000,2.0685,19,1867,538,1219,468,32.8,N
125400,2.6429,18,2447,466,1573,472,32.81,N
135700,2.9161,19,5308,1058,2852,1092,32.82,N
108300,2.5949,12,5535,1434,3112,1262,32.82,N
147700,3.1106,31,1277,293,698,237,32.81,N
152500,2.9097,8,2378,638,1410,623,32.81,N
159200,3.2411,35,1737,285,826,294,32.82,N
143500,2.136,8,2517,632,1686,613,32.81,N
100000,2.543,15,2619,599,1513,537,32.81,N
144900,3.8024,18,3038,592,1904,595,32.82,N
117300,2.949,17,6659,1402,3183,1378,32.83,N
154600,3.1979,20,6696,1326,3687,1291,32.83,N
134200,4.0931,32,5211,949,3025,948,32.85,N
134500,4.0882,12,3570,713,3321,666,32.85,N
121900,3.3067,17,15401,3280,7302,3176,32.83,N
143300,3.1023,23,1951,395,901,378,32.84,N
148300,5.131,17,4013,673,2263,661,32.84,N
166100,4.1716,11,9724,1796,5247,1777,32.85,N
160300,4.4347,14,3064,496,1681,503,32.86,N
158500,4.8286,17,4713,740,2531,723,32.87,N
151700,4.3952,12,7320,1279,4048,1249,32.88,N
153200,4.7717,19,2121,341,1236,353,32.86,N
146400,4.0693,16,7718,1423,4383,1394,32.86,N
150400,4.4904,18,11544,1979,6296,1923,32.87,N
151400,5.4903,23,2592,414,1401,431,32.85,N
140800,5.282,24,1888,319,950,319,32.85,N
168700,3.3081,14,12517,2506,6389,2333,32.83,N
129400,3.4286,31,1307,245,752,231,32.84,N
119000,2.5388,15,3273,895,1872,842,32.85,N
150000,3.1142,5,4116,990,2770,905,32.85,N
161000,4.7578,31,1293,232,599,228,32.85,N
166300,4.5278,32,1607,253,778,262,32.84,N
147800,3.7831,38,1701,317,872,304,32.83,N
196600,5.0733,9,3049,471,1527,515,32.86,N
285400,5.0524,17,5799,921,2630,843,32.87,N
202100,3.2516,16,2502,532,1211,494,32.86,N
158300,2.8906,16,1743,333,652,322,32.85,N
147100,4.3818,14,3048,597,1690,576,32.87,N
139500,2.5365,10,3699,838,2310,759,32.86,N
131000,3.6898,15,3153,628,1633,527,32.86,N
127000,2.3693,11,2204,518,1472,497,32.86,N
172500,3.944,19,3038,529,1463,509,32.83,N
163500,2.3203,21,1283,278,684,289,32.83,N
155700,2.8875,17,2492,494,1278,439,32.82,N
145000,4.0625,23,1378,269,767,266,32.85,N
178000,4.6674,16,4675,834,2188,817,32.84,N
174400,4.105,16,5203,898,2515,862,32.83,N
184600,4.0048,16,2784,468,1458,465,32.82,N
159500,4.5096,21,4152,703,2255,697,32.85,N
185300,5.1185,15,3560,593,1757,574,32.85,N
153800,2.7069,18,3612,737,1864,713,32.84,N
154400,5.0201,18,2515,443,1442,449,32.82,N
146900,4.0873,18,4215,810,2104,773,32.84,N
170100,3.8073,14,1978,424,1085,387,32.82,N
186500,5.3008,16,3047,495,1507,499,32.9,N
227800,5.2542,24,2541,381,1078,372,32.89,N
177200,5.2614,24,2824,441,1480,471,32.87,N
211900,3.6027,17,3722,670,1561,604,32.87,N
189200,4.0806,19,3090,552,1621,520,32.9,N
119300,3.1607,20,1066,219,536,173,32.92,N
211100,4.625,19,3558,588,1439,578,33.01,N
429300,10.6186,17,3430,425,1468,433,33.01,N
342300,8.4721,28,922,107,314,97,33.01,N
387400,7.7569,6,6139,793,2693,770,33,N
314900,6.6012,6,9518,1418,4413,1275,32.99,N
192900,6.0226,16,1332,196,640,193,32.98,N
180700,6.2683,16,1306,196,713,222,32.99,N
194300,5.5882,17,9911,1436,4763,1414,32.97,N
165800,4.8295,18,3593,661,1992,626,32.96,N
175700,4.5746,13,6711,1256,3683,1220,32.97,N
231200,4.5625,16,3936,694,1935,659,32.97,N
182100,4.121,16,3424,698,1940,645,32.96,N
181300,4.8854,17,5509,866,2748,817,32.96,N
160100,3.7784,25,1909,334,1043,322,32.95,N
168900,4.5032,19,4500,815,2456,782,32.95,N
178600,3.9531,17,3039,555,1297,552,32.95,N
167800,3.2369,17,4814,1091,3013,1078,32.95,N
121100,1.9176,24,830,190,279,196,33.02,N
159100,3.5192,24,2618,485,726,443,33.01,N
169400,3.1187,25,2120,381,588,359,33.01,N
148200,2.6048,17,2863,665,715,467,33.02,N
278000,5.7382,17,1785,255,667,277,33.04,N
265400,7.0913,23,2023,309,678,340,33.03,N
268500,5.09,14,6665,1231,2026,1001,33.03,N
328200,6.8099,15,1095,158,361,176,33.03,N
160600,4.3424,10,2296,450,818,405,33.03,N
210100,3.6437,4,2271,578,926,391,33.04,N
137900,3.3724,15,3023,623,1283,559,33.03,N
229300,5.8747,17,987,142,463,152,33.03,N
137200,5.3074,18,1339,284,761,290,33.03,N
220700,6.4211,17,2786,396,1228,396,33.03,N
264100,6.53,10,2577,347,1193,365,33.04,N
450400,7.2731,4,15029,2279,5613,1696,33.02,N
85800,2.4459,17,3167,861,2098,828,32.97,N
167600,4.1279,7,3619,770,1134,482,32.96,N
278600,5.6436,6,7916,1293,2741,1204,33.05,N
400000,6.7769,12,1840,254,580,234,33.04,N
222200,4.5,14,5180,1051,1639,991,33.03,N
144600,4.3571,16,87,20,32,21,33.03,N
261500,5.8966,17,2635,389,994,359,33.02,N
260100,6.3517,18,917,121,388,131,33.02,N
362300,7.7684,13,4595,567,1643,544,33.04,N
296200,6.3761,16,2852,435,1083,448,33.03,N
378300,8.4284,8,3372,430,1536,448,32.99,N
500001,7.7517,11,1412,185,529,166,33.01,N
255700,6.5706,9,2012,316,802,289,32.91,N
282200,7.0546,16,2005,266,827,270,32.91,N
255100,6.2715,16,1989,290,814,291,32.9,N
184300,5.149,16,2994,445,1047,437,32.9,N
161500,4.4766,16,2043,388,705,352,32.9,N
310600,7.5992,15,1840,235,855,241,32.91,N
248400,6.5853,16,1653,228,690,224,32.91,N
308300,6.0857,5,14944,2490,6600,2407,32.93,N
327900,7.5604,9,1547,218,683,231,32.91,N
294100,5.1998,5,5870,977,1917,842,33.01,N
209200,4.4219,9,2470,417,904,427,33.01,N
281600,4.25,4,6242,1258,2211,1116,33,N
241500,4.955,4,9153,1866,3775,1698,33,N
238700,6.1949,5,5659,931,2565,902,33.01,N
201400,5.1909,16,2175,327,1037,326,32.99,N
216800,4.6028,18,3215,588,1618,509,32.99,N
268800,2.3182,23,1125,273,687,308,32.98,N
156300,5.2463,16,3050,559,1444,512,32.96,N
263600,6.0862,9,1531,242,850,240,32.97,N
261100,5.9094,5,15502,2613,7417,2358,33,N
231800,4.9485,11,4694,824,2223,783,32.95,N
218100,6.3542,8,3670,536,1723,592,32.95,N
238300,6.0175,15,2869,405,1526,402,32.96,N
263700,4.988,4,9018,1572,4438,1498,32.95,N
246500,5.4584,3,17466,3336,7644,2895,32.97,N
192300,4.3548,17,4754,877,2412,832,32.97,N
296200,6.439,6,9859,1448,4194,1401,33.06,N
213400,4.3286,16,2794,476,1387,442,33.05,N
240900,6.2513,14,2323,373,1057,372,33.05,N
319800,7.6832,11,2660,352,1226,366,33.06,N
169200,5.3129,15,3029,555,1559,546,33.05,N
344200,6.4027,11,5827,882,2588,842,33.05,N
411300,5.9289,5,10394,1617,4496,1553,33.07,N
404500,5.8661,16,1988,279,770,252,33.06,N
500001,11.0911,20,3370,433,1020,408,33.03,N
500001,13.6623,15,3540,453,1364,425,33.02,N
500001,10.156,26,3194,454,1032,406,33.02,N
500001,11.1118,18,3961,511,1541,470,33.01,N
500001,6.4651,25,2582,495,1088,471,32.97,N
500001,10.1768,36,1721,264,710,282,32.96,N
500001,5.6582,34,1651,273,650,271,32.95,N
500001,4.4375,22,5484,1227,1947,1012,32.95,N
500001,4.2875,30,1226,205,380,151,32.96,N
396000,7.7317,16,3892,520,1454,524,33.01,N
369100,7.5975,16,2512,356,795,353,33,N
500001,15.0001,17,2718,326,1011,319,32.99,N
439900,7.472,10,4926,749,1478,634,32.99,N
485300,5.8393,14,2518,458,931,414,33,N
393500,4.7841,31,2695,491,1059,451,33,N
387800,5.1523,36,2426,454,1085,420,33,N
492500,6.8443,30,1631,310,665,297,33,N
231300,2.7348,16,2127,512,1532,499,32.99,N
382100,5.5922,21,3318,578,1273,538,32.99,N
226900,4.125,12,3900,977,1690,892,32.98,N
244700,4.1012,17,2789,648,849,345,32.98,N
230700,5.2742,17,1853,392,351,208,32.98,N
394400,4.125,29,3584,712,1619,667,33.01,N
347700,4.2356,21,2736,585,1251,576,33.02,N
376700,4.7179,13,5723,1242,2450,1140,33.02,N
278300,6.3525,18,2229,346,1088,352,33.04,N
269600,6.6319,16,3109,450,1433,453,33.04,N
147600,3.212,13,3498,663,1412,618,33.04,N
324600,6.9326,6,3416,493,1319,467,33.03,N
215800,3.9826,25,1787,311,1108,311,33.03,N
148700,3.5313,16,2240,443,1104,416,33.03,N
369800,6.3712,9,4632,759,1724,685,33.02,N
220900,4.87,19,2899,499,1356,512,33.03,N
286100,5.798,21,2144,340,928,344,33.02,N
300000,3.1667,28,1146,338,672,292,33.05,N
252700,3.5179,12,4459,928,2471,888,33.04,N
214600,3.55,27,1839,392,1302,404,33.04,N
286900,4.7333,30,2750,555,1281,520,33.04,N
314300,2.8611,31,1171,321,603,267,33.03,N
295100,6.4247,14,2670,426,1034,407,33.07,N
346700,5.7787,18,3225,515,1463,476,33.08,N
342400,6.0922,7,2949,447,1335,426,33.08,N
338700,6.1509,20,2110,335,1008,325,33.06,N
245800,4.0118,8,4172,1022,2585,941,33.06,N
367100,3.197,7,3686,733,1612,672,33.06,N
122400,2.9083,15,3333,808,1371,737,33.05,N
343200,4,24,2628,527,1389,520,33.08,N
357100,4.3182,17,2718,518,815,403,33.06,N
369400,3.2984,21,2035,534,948,467,33.07,N
284800,3.5585,16,3147,765,2165,690,33.07,N
276300,3.194,24,2171,511,870,442,33.06,N
290000,4.027,31,2128,520,1049,485,33.06,N
331300,3.2308,34,1797,458,775,391,33.05,N
281300,4.0791,11,10923,2041,4773,1858,33.17,N
243700,4.5694,31,2851,458,1286,467,33.16,N
245500,4.0585,29,3559,552,1533,545,33.16,N
262100,5.4904,15,13245,2212,5495,2060,33.15,N
354000,2.7717,25,2670,527,936,461,33.12,N
500001,3.5341,15,2392,446,747,421,33.1,N
183000,3.9205,4,617,105,224,105,33.13,N
188100,4.1282,7,7974,1703,2904,1550,33.11,N
168800,4.7961,4,1380,322,755,286,33.12,N
259800,5.1837,6,6091,1018,2064,957,33.1,N
267900,6.5338,13,2644,422,1197,399,33.1,N
185600,2.478,16,4595,1341,2849,1197,33.17,N
187500,2.25,24,1006,277,610,246,33.16,N
178500,3.0306,19,5710,1423,4163,1406,33.15,N
500001,3.975,22,1331,305,580,193,33.16,N
206300,3.7891,10,1684,515,902,449,33.16,N
283300,3.3536,17,4505,1140,2111,1062,33.15,N
181800,2.5509,26,5550,1153,2372,1058,33.18,N
185400,2.8893,39,1546,291,833,308,33.18,N
198000,3.625,36,1977,423,812,387,33.17,N
500001,2.3182,24,2046,442,812,367,33.17,N
266700,2.6979,19,1931,509,855,394,33.18,N
173800,1.8214,23,4104,1274,4729,1187,33.19,N
208600,2.8819,33,2205,453,1138,439,33.19,N
192500,1.9562,18,975,382,650,286,33.19,N
185000,4.1875,38,861,213,486,204,33.19,N
197900,2.4583,35,928,264,538,248,33.19,N
313300,3.209,14,5039,1373,1298,696,33.14,N
500000,1.9891,26,4123,1145,1703,895,33.19,N
106300,1.9386,17,1877,581,1288,426,33.2,N
187500,1.6318,19,928,317,845,319,33.2,N
162500,1.5625,17,353,112,359,118,33.19,N
184400,1.3903,26,1427,386,974,317,33.2,N
166100,1.3269,19,1926,557,1190,483,33.2,N
169900,2.9539,19,2129,562,1323,525,33.2,N
150800,3.2917,26,2447,482,1405,486,33.2,N
169700,2.5754,23,3297,728,1793,622,33.2,N
150300,4.25,24,1586,262,912,298,33.21,N
145700,4.0109,23,2062,376,1302,379,33.21,N
142900,3.9875,32,1251,220,700,232,33.2,N
216100,2.7386,12,5963,1372,3015,1124,33.21,N
198100,5.1733,28,2823,476,1189,433,33.19,N
