@relation house_8L.arff

@attribute P3 numeric
@attribute P6p4 numeric
@attribute P11p3 numeric
@attribute P16p2 numeric
@attribute P19p2 numeric
@attribute H5p2 numeric
@attribute H15p1 numeric
@attribute H40p4 numeric
@attribute binaryClass {P,N}

@data
569,0,0.48942,0.741652,0.012302,0.22807,5.80042,0.692308,P
165,0.002217,0.419069,0.709091,0,0.081081,4.769841,0.333333,P
800,0.000502,0.479418,0.69375,0.185,0.065574,5.711618,0.5,P
110,0,0.507752,0.718182,0,0.083333,6.232558,1,P
981,0.002953,0.48062,0.708461,0,0.31579,6.727829,0,N
119,0.019048,0.561905,0.747899,0.008403,0.555556,4.72165,0,P
5894,0.03258,0.54346,0.755514,0.008314,0.369697,6.979456,0.516393,N
199,0.003155,0.556782,0.904523,0.125628,0.142857,7.131579,0.5,N
1183,0.002633,0.416392,0.647506,0,0.390909,6.305361,0.813954,P
82,0,0.453608,0.695122,0,0.333333,5.828571,0,P
2138,0.11022,0.460755,0.698784,0.00608,0.137255,5.907942,0.428571,N
73,0,0.408046,0.534247,0.041096,0,5.55,0,P
241,0,0.492958,0.73444,0.024896,0.2,5.951613,0.333333,P
1282,0.000651,0.457506,0.663027,0.048362,0.180723,6.064334,0.533333,P
1122,0.056036,0.420684,0.990196,0.075758,0,4,0,P
397,0,0.423571,0.612091,0,0.03125,5.436782,0.75,P
21,0,0.470588,0.666667,0,0.222222,4.941177,1,P
236,0.003072,0.476191,0.771186,0.004237,0.108108,5.111111,0.75,P
70,0,0.502439,0.814286,0,0.25,5.155556,1,P
423,0,0.524476,0.747045,0.182033,0.125,5.4,0.8,P
2358,0.008702,0.512029,0.680238,0.013147,0.238095,6.409681,0.45,N
772,0.005577,0.491206,0.762953,0.278497,0.423077,5.565836,0.136364,P
157,0,0.374702,0.566879,0,0.190476,6,1,P
246,0,0.455446,0.605691,0,0.139535,5.180791,0.5,P
396,0.001692,0.503384,0.800505,0,0,6.357357,0,N
26779,0.009657,0.467372,0.69252,0.176668,0.104682,5.990592,0.383966,P
362,0,0.355381,0.687845,0,0.148148,5.947917,0.75,P
56,0,0.339768,0.892857,0,0,3.254902,0,P
131,0,0.394203,0.694657,0,0,6.759615,0,P
702,0.007123,0.439696,0.769231,0,0.136364,5.756972,0.166667,P
1304,0.014067,0.579817,0.718558,0.036043,0.260163,6.007389,0.125,N
24357,0.083793,0.57175,0.479985,0.023073,0.187751,6.485429,0.582888,N
452,0.005168,0.48062,0.712389,0.004425,0.178571,6.092409,0.8,P
63,0.011299,0.581921,0.936508,0,0,8.666667,0,N
160,0,0.462338,0.69375,0,0.26087,5.877698,0.666667,P
447,0,0.441011,0.630873,0,0.208333,6.011494,0.7,P
7101,0.004598,0.518859,0.660189,0.00338,0.152838,6.483176,0.457143,N
1019,0.025235,0.569115,0.746811,0.026497,0.414634,5.79918,0.411765,N
181,0,0.422078,0.674033,0,0.411765,6.22449,0.857143,P
1294,0.000537,0.483231,0.771252,0.131376,0.247423,5.550694,0.458333,P
3421,0.027223,0.542119,0.703303,0.029816,0.314961,7.823529,0.175,N
2501,0.000853,0.390012,0.835666,0.0008,0.04517,4.660865,0.353846,P
3118,0.002198,0.556868,0.694997,0.053881,0.114943,5.964747,0.25,P
227,0.00173,0.435986,0.674009,0.154185,0.028571,6.173653,1,P
2616,0.003455,0.457945,0.662844,0.000382,0.205128,6.108288,0.5,P
603,0.009728,0.513619,0.754561,0.00995,0.131868,5.663968,0.666667,P
1749,0.010807,0.467924,0.63522,0.004574,0.19403,5.825758,0.307692,N
1381,0.001508,0.116642,0.406952,0.000724,0.693694,4.255385,0.409091,N
745,0.004895,0.408713,0.683222,0.001342,0.575,6.336717,0.434783,P
156,0.00188,0.475564,0.762821,0,0.185185,5.039683,0,P
2187,0.005519,0.519684,0.705075,0,0.120482,6.089064,0.1,N
231,0.003846,0.488462,0.623377,0,0.16,6.414634,1,P
2176,0.002128,0.536467,0.741728,0.006893,0.314286,5.692013,0.545455,P
76,0,0.439252,0.776316,0,0.133333,5.955882,1,P
259,0,0.481611,0.671815,0,0.138889,5.135417,1,P
262,0.014546,0.550909,0.545802,0.007634,0.277778,5.363636,0.2,N
323,0.001146,0.545246,0.795666,0,0.428571,6.426415,1,N
573,0,0.479485,0.65445,0.151833,0.144928,6.58548,0.9,P
293,0.045767,0.585812,0.863481,0.075085,0.64,7.638298,0.0625,N
1417,0.025087,0.558273,0.557516,0.004234,0.089286,6.054734,0,N
1888,0.00821,0.468139,0.635064,0.043432,0.058021,5.048356,0.529412,P
7462,0.039676,0.499058,0.725677,0.324444,0.056584,5.815273,0.436364,P
1318,0.002061,0.469942,0.651745,0.015175,0.080198,6.656158,0.567901,N
1557,0.002836,0.441093,0.65061,0,0.155844,6.431256,0.541667,P
43,0,0.477478,0.813954,0,0,6.085714,0,P
133,0,0.508333,0.834587,0,0.388889,5.565217,0.714286,P
287,0.001258,0.510692,0.881533,0.055749,0,6.701681,0,P
1052,0.037692,0.565711,0.785171,0.006654,0.4,5.995575,0.25,N
864,0.000966,0.490338,0.625,0.122685,0.107407,6.797917,0.62069,N
57,0,0.441989,0.807018,0,0,6.14,0,P
434,0.000745,0.471333,0.753456,0.958525,0.065217,5.917431,0.333333,P
152,0,0.423077,0.710526,0,0.088889,6.951724,0.583333,N
700,0.002178,0.488296,0.698571,0,0.027778,6.167286,0,P
163,0,0.507246,0.705522,0,0.1875,5.56,0.666667,P
6771,0.017592,0.537919,0.869296,0.045045,0.568421,6.015305,0.314815,N
3017,0.007826,0.423478,0.865761,0.000663,0.295775,7.712549,0.285714,N
11843,0.390977,0.549731,0.819556,0.015874,0.133508,6.218833,0.254902,N
1748,0.043776,0.562472,0.725401,0.086384,0.232143,7.37058,0.384615,N
310,0,0.532315,0.758065,0,0.095238,5.986547,0.5,P
7595,0.024706,0.440756,0.887294,0.003687,0.763514,6.197231,0.666667,P
568,0.002261,0.550594,0.869718,0.010563,0.4,6.122905,0.2,N
5163,0.009075,0.447133,0.67577,0.205501,0.118677,6.195303,0.557377,P
6022,0.010128,0.490227,0.562272,0.050648,0.048318,5.75107,0.455357,N
674,0.001565,0.527908,0.838279,0.103858,0.189655,5.811189,0.727273,P
81,0,0.442105,0.654321,0.666667,0.2,5.653846,1,P
81,0,0.60199,0.740741,0,0,5.722222,0,P
267,0.001337,0.458556,0.70412,0,0,6.897143,0,P
180,0,0.456818,0.688889,0,0.25,5.895833,0,P
4917,0.012555,0.455439,0.783201,0.04881,0.176737,5.403005,0.188034,P
12562,0.006741,0.505056,0.658733,0.173937,0.125611,5.941184,0.322222,P
234,0,0.44697,0.623932,0.307692,0.097561,5.375796,0.5,P
43,0,0.423913,0.674419,0,0.3,5.833333,1,P
63,0,0.513333,0.746032,0,0.111111,5.134615,1,P
215,0.001166,0.441725,0.8,0,0,4.833333,0,N
4050,0.006928,0.504808,0.63679,0.002469,0.229299,6.256205,0.277778,P
23,0,0.380952,0.782609,0,0,5.526316,0,P
459,0.000804,0.479904,0.738562,0,0.172414,6.303125,0.4,P
27,0,0.41791,0.555556,0,0.333333,5.714286,1,P
388,0.002582,0.493976,0.842784,0,0.1875,5.843206,0.333333,P
264,0,0.507937,0.689394,0,0.045455,5.523316,0,P
246,0,0.497645,0.735772,0,0.285714,6.517949,0.5,P
1153,0.000449,0.370787,0.67216,0.000867,0.122034,4.957265,0.416667,N
127,0,0.518293,0.700787,0,0.272727,5.905263,1,P
573,0.005696,0.505696,0.806283,0.115183,0.186441,6.006742,0.636364,P
169,0,0.456522,0.668639,0,0.066667,6.05303,0,P
368,0.001074,0.416756,0.649457,0.002717,0.118644,6.255556,1,P
7080,0.024961,0.590434,0.512994,0.024435,0.12963,5.420808,0.357143,N
45,0,0.495327,0.733333,0,0,5.526316,0,P
197,0,0.432304,0.598985,0,0.166667,6.245399,0.625,P
52,0,0.509259,0.519231,0.019231,0.318182,5.96875,1,P
101,0,0.475285,0.683168,0,0,6.305882,0,P
557,0.002653,0.530504,0.768402,0.005386,0.194444,6.818898,0.714286,N
102,0,0.476923,0.77451,0.098039,0.090909,5.781609,0,P
2635,0.002711,0.480466,0.736622,0.00038,0.134021,4.99122,0.538462,P
1576,0.009079,0.649287,0.779822,0.003807,0.52381,7.353959,0.242424,N
15110,0.011464,0.504532,0.73223,0.238054,0.1341,5.881296,0.695238,P
98,0,0.522388,0.826531,0,0,6.721519,0,N
10028,0.042888,0.561225,0.699342,0.026825,0.109468,6.826679,0.189189,N
83,0,0.536585,0.771084,0,0.230769,5.583333,0.666667,P
41,0,0.474074,0.780488,0.317073,0,6.033333,0,P
1169,0.006747,0.523988,0.621044,0.017109,0.071429,6.101983,0,P
1001,0.002438,0.434376,0.685315,0,0.138889,6.39498,0.8,P
56,0,0.491936,0.625,0.178571,0,5.777778,0,P
15792,0.028901,0.46066,0.802812,0.007979,0.390516,6.805531,0.375,N
177,0,0.476191,0.683616,0.276836,0.25,5.619718,1,P
261,0.001479,0.356509,0.56705,0,0.153846,5.424837,0.75,P
11786,0.01283,0.489987,0.666299,0.00297,0.130597,5.888381,0.385714,P
376,0,0.479127,0.736702,0.390957,0.159091,5.256667,0.571429,P
220,0.001748,0.543706,0.804546,0.045455,0.142857,6.176471,1,N
2210,0.006143,0.564583,0.871041,0.004072,0.227273,7.119225,0.2,N
59,0.011976,0.51497,0.728814,0,0.111111,5.892857,1,P
174,0,0.502315,0.66092,0.201149,0.2,5.064748,1,P
43,0,0.484849,0.72093,0,0.428571,5.564103,0.666667,P
66,0,0.453947,0.636364,0,0.083333,5.912281,1,P
137,0,0.442049,0.810219,0.094891,0.071429,5.495327,0,P
664,0.004386,0.499373,0.679217,0.004518,0.266667,5.791932,0.5,P
19435,0.005808,0.457968,0.599022,0.023463,0.082371,6.52609,0.691589,P
17586,0.024862,0.593254,0.67531,0.026271,0.15214,6.64939,0.328125,N
452,0.025357,0.305071,0.539823,0.013274,0.25,6.76,0,N
69,0,0.63522,0.492754,0,0.129032,4.22,0.75,P
16,0,0.416667,0.75,0,0,5.785714,0,P
56,0,0.443609,0.696429,0,0.2,5.84,1,P
828,0.088526,0.553967,0.961353,0.008454,0.813954,9.322222,0.257143,N
473,0,0.37913,0.623679,0.674419,0.023256,5.47079,1,P
1016,0.009788,0.515498,0.75,0.010827,0.487805,7.099898,0.2,N
3588,0.030625,0.568292,0.775641,0.007804,0.112727,7.058366,0.064516,N
223,0.001664,0.497504,0.753363,0,0.05,5.689024,1,P
280,0,0.450217,0.660714,0,0,6.44086,0,P
1086,0.014734,0.54164,0.854512,0.003683,0.352941,7.075508,0,N
651,0.001138,0.505688,0.760369,0.015361,0.139535,5.887387,0.166667,P
1010,0.000476,0.420352,0.663366,0.028713,0.121294,4.746012,0.377778,P
1488,0.002093,0.410885,0.610215,0.059812,0.204819,5.482224,0.661765,P
335,0.003219,0.466738,0.734328,0.00597,0.222222,6.056452,0.5,P
326,0,0.502463,0.723926,0.021472,0.181818,5.617225,0.333333,P
1752,0.008362,0.426713,0.664954,0.070776,0.148036,5.565757,0.734694,P
3596,0.00063,0.400268,0.822303,0.001669,0.089686,4.939241,0.275,P
471,0.001653,0.466942,0.685775,0.301486,0.108108,6.641196,0.75,P
1058,0.004016,0.511647,0.600189,0.000945,0.024096,6.63147,1,N
613,0,0.539506,0.817292,0,0.238095,6.053819,0.2,P
582,0.001942,0.41424,0.664949,0.42268,0.133333,5.472779,0.666667,P
4035,0.004405,0.512162,0.707063,0.001983,0.135135,6.845486,0.466667,N
333,0.001259,0.564232,0.744745,0,0.3,5.934066,0.666667,P
689,0.0028,0.479843,0.692308,0,0.181818,6.12474,0.6,P
8466,0.033956,0.528345,0.744626,0.0691,0.198795,6.995436,0.560606,N
125,0,0.469466,0.544,0,0.190476,5.5,1,P
63,0,0.47651,0.634921,0,0.25,5.946429,1,P
517,0.002078,0.51108,0.750484,0.001934,0.121212,6.002825,0.625,P
89,0,0.486364,0.629214,0,0,6.121622,0,P
919,0.001113,0.497775,0.811752,0,0.2,5.112426,0.75,P
798,0.082358,0.576908,0.906015,0.006266,0.478261,8.981308,0.909091,N
123,0,0.451515,0.764228,0,0.125,6.545455,1,P
81,0.006757,0.398649,0.45679,0,0.136364,5.835821,1,P
246,0,0.479026,0.768293,0.01626,0.229167,7.502538,0.818182,P
1006,0.007642,0.52414,0.805169,0.005964,0.166667,7.318563,0.25,N
559,0.015748,0.544095,0.644007,0.005367,0.08,5.847896,0.25,N
2568,0.009387,0.499744,0.577882,0.428738,0.105263,6.172603,0.583333,N
284,0.003636,0.486061,0.767606,0.03169,0.117647,6.760417,0.5,N
1281,0.001627,0.519193,0.718189,0.003903,0.2,5.996071,0.6,P
3132,0.013097,0.496094,0.688697,0.031609,0.166667,7.252186,0.166667,N
485,0.001435,0.43472,0.769072,0,0.204546,6.710106,0.833333,P
53,0,0.506849,0.792453,0,0,6.268293,0,P
186,0,0.46875,0.731183,0.935484,0,5.861539,0,P
136,0,0.498829,0.882353,0,0.25,5.747573,1,P
8733,0.010248,0.499563,0.647773,0.094813,0.120438,6.535607,0.323232,P
271,0.016921,0.541455,0.704797,0,0.277778,6.222689,0.4,N
392,0,0.413081,0.755102,0.591837,0.173913,5.685259,0.75,P
78,0,0.492147,0.615385,0,0,6.068493,0,P
415,0.002822,0.4619,0.718072,0,0.3,6.606811,0.666667,P
1867,0.004079,0.479696,0.719872,0.001071,0.319149,6.450996,0.266667,N
1053,0.001796,0.597342,0.832859,0.021842,0.136364,6.309904,0.166667,N
147,0.004854,0.458738,0.795918,0,0.5,6.293578,1,P
13370,0.042115,0.44645,0.466417,0.006208,0.167792,4.758084,0.545977,N
236,0.020033,0.520868,0.690678,0,0.095238,5.012579,0,P
189,0,0.433054,0.650794,0.005291,0,6.108527,0,P
3025,0.064882,0.524543,0.694876,0.027438,0.077253,6.940476,0.388889,N
880,0.001372,0.459744,0.686364,0.003409,0.04918,6.414035,0.666667,P
136,0.006135,0.435583,0.683824,0,0.090909,5.887851,0,P
310,0,0.539593,0.783871,0,0.125,6.516949,1,N
22,0,0.46875,0.681818,0,0.913044,2.75,1,P
404,0.003304,0.398678,0.611386,0,0.236842,6.104895,0.888889,P
10548,0.003122,0.497861,0.688567,0.096606,0.159851,5.837103,0.364341,P
143,0,0.489071,0.734266,0.118881,0.15,5.620968,0.666667,P
313,0.005291,0.439153,0.696486,0,0.189189,5.357143,0.571429,P
129,0,0.575385,0.767442,0,0.028037,5.991304,0.333333,P
43,0,0.474576,0.674419,0,0.09434,5.444444,1,P
27,0,0.5,0.592593,0,0,5.64,0,P
151,0,0.453804,0.649007,0,0,6.04918,0,P
801,0.003149,0.493927,0.709114,0.518102,0.117647,5.988889,0.625,P
977,0.013435,0.57725,0.633572,0.002047,0.017647,4.767361,0.333333,P
2456,0.006907,0.464364,0.662866,0.05171,0.095941,6.027532,0.538462,P
68794,0.227962,0.465069,0.706719,0.095386,0.104798,5.755734,0.248082,N
827,0.00674,0.545072,0.730351,0.006046,0.204546,5.176647,0.878788,P
193,0,0.498896,0.647668,0.124352,0.148148,5.935484,0.5,P
3522,0.011599,0.544748,0.76008,0.034639,0.333333,6.341294,0.5,N
89,0,0.396154,0.696629,0.662921,0,5.7625,0,P
466,0.001601,0.413131,0.682403,0,0.195122,6.371508,0.5,P
133,0,0.505714,0.699248,0,0,5.20339,0,P
2968,0.071466,0.593365,0.650607,0.178908,0.052402,6.269518,0.5,N
25970,0.002636,0.472704,0.628726,0.138506,0.054034,6.000757,0.479167,P
2675,0.008601,0.484618,0.588037,0.150654,0.084746,5.454361,0.511111,P
41,0,0.491936,0.878049,0,0.285714,5.628571,1,P
7472,0.049367,0.523298,0.683485,0.03841,0.237219,7.436213,0.456897,N
171,0,0.418093,0.660819,0,0,5.701493,0,P
2519,0.001903,0.49445,0.662962,0.002779,0.032895,6.41921,0.8,N
4483,0.006162,0.473141,0.677002,0.000892,0.163701,6.576249,0.478261,N
17,0.022222,0.622222,0.764706,0,0.571429,4.928571,1,N
311,0,0.445094,0.707396,0.003215,0.04,5.553571,1,P
3460,0.013265,0.527857,0.783526,0.002312,0.463636,6.585704,0.862745,N
883,0.007005,0.393596,0.792752,0,0.139535,7.027642,0.944444,P
456,0.000859,0.51976,0.701754,0.008772,0.230769,6.48,0.666667,N
54,0.008621,0.474138,0.666667,0,0.3,5.875,1,P
1333,0.000912,0.510179,0.704426,0.00075,0.01,6.044,1,P
72,0,0.440758,0.805556,0,0.125,7.54717,1,P
504,0.08535,0.580892,0.873016,0.053571,0.769231,7.347826,0.033333,N
149,0.003155,0.44164,0.651007,0,0.105263,5.666667,1,P
479,0,0.456675,0.753653,0.073069,0.1875,5.977199,0.333333,P
1229,0.004404,0.46241,0.707079,0.007323,0.137405,5.901532,0.666667,P
216,0.003195,0.36262,0.787037,0,0.184211,6.398876,0.714286,P
207,0.008929,0.4625,0.758454,0,0.222222,6.36747,1,P
1578,0.005714,0.505143,0.745247,0.079848,0.151316,5.437618,0.695652,P
130,0.003125,0.43125,0.707692,0,0.125,5.752809,1,P
405,0,0.480276,0.745679,0,0.028571,5.810897,1,P
15629,0.00583,0.503561,0.678994,0.04095,0.166217,6.344182,0.545946,P
112,0.045268,0.563786,0.419643,0.008929,0.143791,4.15,0.954546,P
108,0,0.508897,0.768519,0,0,5.988506,0,P
19,0,0.564103,0.684211,0,0,5.647059,0,P
295,0,0.458015,0.627119,0,0.228571,6.124424,0.5,P
4644,0.002389,0.506193,0.684324,0.019811,0.186869,6.025304,0.405405,P
16,0,0.355932,0.875,0,0,4.5,0,P
15236,0.2033,0.586836,0.575873,0.013258,0.37244,4.752022,0.683333,N
239,0,0.405316,0.702929,0,0.1,6.263158,1,P
68,0,0.5,0.676471,0,0.285714,5.3125,0.5,P
24,0,0.377359,0.458333,0,0,6.869565,0,P
420,0,0.55112,0.716667,0.088095,0.037037,6.10453,0,P
4941,0.003811,0.495981,0.64238,0.042097,0.118321,6.452959,0.516129,P
5151,0.015348,0.456457,0.716948,0.148321,0.185185,7.57326,0.44,N
283,0.001534,0.444785,0.614841,0,0.081967,5.688172,1,P
735,0.005626,0.616971,0.805442,0.001361,0.078788,5.727273,0.153846,N
1121,0.033292,0.54636,0.762712,0.014273,0.428571,5.680263,0.277778,N
72,0,0.480392,0.791667,0,0.2,6.589286,1,P
175,0.013258,0.494318,0.725714,0,0.0625,4.287879,0.5,P
950,0.001295,0.524817,0.677895,0.004211,0.138015,5.921095,0.403509,P
29,0,0.626866,0.793103,0,0,4.6,0,P
1176,0,0.476521,0.721088,0.356293,0.298246,5.847701,0.647059,N
59,0,0.478261,0.644068,0,0,5.953488,0,P
419,0,0.493976,0.692124,0.334129,0.054054,5.791277,0.5,P
301,0,0.450194,0.72093,0,0.375,6.302905,0.666667,P
1269,0.001918,0.461489,0.680851,0.003152,0.15625,5.45122,0.6,P
573,0.000704,0.432394,0.623037,0,0.111111,6.107143,0.875,N
1074,0.001778,0.493926,0.856611,0.000931,0.294872,5.173036,0.782609,P
2871,0.007676,0.491023,0.701149,0.150819,0.2,6.306865,0.257143,N
32,0,0.551724,0.71875,0,0,5.125,0,P
259,0.001592,0.431529,0.644788,0,0.087719,5.725275,1,P
17926,0.131641,0.448073,0.474451,0.030124,0.146067,6.196333,0.153846,N
9912,0.013105,0.460193,0.617736,0.009484,0.139756,6.394901,0.524272,P
1700,0.002863,0.544814,0.693529,0.004118,0.031323,5.956938,0.444444,N
480,0,0.458432,0.75,0,0.22449,5.197772,0.727273,P
297,0.005057,0.603034,0.828283,0,0.375,7.367491,0.777778,N
1758,0.002434,0.527993,0.716724,0.061433,0.18806,6.102786,0.238095,N
135,0,0.375,0.585185,0,0.3,6.411215,1,P
4337,0.013732,0.44178,0.65045,0.002306,0.202658,6.11304,0.344262,P
1730,0.004838,0.476578,0.675723,0.03237,0.146342,6.716696,0.333333,P
366,0,0.432515,0.713115,0,0.285714,5.907063,0.25,P
287,0.001488,0.440476,0.602788,0.003484,0.285714,6.346734,0.25,P
182,0,0.524229,0.642857,0.005495,0.216216,5.570175,0.875,P
4201,0.006175,0.461562,0.612711,0.003095,0.114391,5.653777,0.419355,P
881,0.003225,0.46836,0.814983,0.038593,0.25,5.554367,0.444444,P
469,0.008612,0.525359,0.614073,0.121535,0.046512,6.605042,1,N
1623,0.017448,0.522547,0.739372,0.009242,0.202703,5.729516,0.133333,N
305584,0.291282,0.589554,0.464376,0.099734,0.080526,5.60106,0.35974,N
2370,0.001615,0.452979,0.635443,0.000844,0.180996,6.20534,0.775,P
2835,0.000965,0.396882,0.594356,0.00388,0.131707,4.783574,0.648148,P
5627,0.160201,0.563595,0.882531,0.046206,0.538682,7.454265,0.244681,N
745,0.001585,0.573164,0.715436,0.013423,0.062631,6.956923,0.566667,N
4423,0.018773,0.524278,0.670586,0.033688,0.081081,6.282784,0.533333,N
505,0.002072,0.464779,0.764356,0.00396,0.368421,6.701031,0.714286,P
1679,0.025314,0.504953,0.786182,0.013699,0.492537,8.428962,0.121212,N
710,0.007322,0.569038,0.78169,0.016901,0.31579,6.706985,0.833333,N
1120,0.001976,0.504939,0.851786,0.000893,0.478261,6.745077,0.272727,N
73,0,0.444444,0.643836,0,0.227273,5.519231,1,P
126,0.003268,0.437909,0.698413,0,0.075,5.514286,0.666667,P
573,0.004435,0.495011,0.856894,0.00349,0.2,6.781938,0,N
126,0,0.47541,0.722222,0,0.074074,5.125,0,P
1729,0.01116,0.525227,0.779063,0.006362,0.457627,8.028662,0.481482,N
176,0,0.442708,0.619318,0,0.166667,6.155556,0.428571,P
437,0.002791,0.48,0.643021,0.002288,0.321429,5.034483,0.844444,P
5872,0.139965,0.568096,0.896798,0.180688,0.552846,8.530945,0.25,N
18930,0.014656,0.44583,0.664818,0.02636,0.114465,5.109633,0.411576,N
3156,0.002984,0.411589,0.692966,0.23289,0.10396,5.322487,0.571429,P
1126,0.004612,0.512948,0.702487,0,0.090361,6.338688,0.6,N
105,0,0.35,0.704762,0,0.02381,5.207792,1,P
633,0.00807,0.635009,0.772512,0.00316,0.090909,6.109712,0,N
3210,0.011679,0.535297,0.680062,0.02243,0.28972,6.109815,0.225807,N
755,0.001791,0.400597,0.613245,0,0.084507,6.093357,0.833333,P
174,0,0.323718,0.706897,0,0.063291,4.779762,0.2,P
2293,0.003571,0.515816,0.733537,0.004797,0.165138,6.037474,0.555556,P
678,0,0.463386,0.702065,0.215339,0.148148,6.059702,0.625,P
393,0.007201,0.39514,0.6514,0,0.089286,5.311787,1,P
100,0,0.44697,0.73,0,0.2,5.486487,1,P
18182,0.009703,0.431853,0.714663,0.034705,0.10828,5.588617,0.319328,N
244,0,0.554174,0.704918,0.036885,0.086957,5.629442,1,P
174,0.009153,0.471396,0.701149,0,0.076923,5.620155,1,P
735,0.000539,0.429881,0.704762,0.001361,0.13913,5.663121,0.4375,P
2796,0.010491,0.491091,0.617668,0.000715,0.152174,5.586393,0.142857,N
286,0,0.407524,0.947552,0.003497,0.148148,4.337349,0.5,P
119,0,0.475884,0.722689,0,0.166667,5.727273,0,P
42,0,0.5,0.666667,0,0,5.710526,0,P
7192,0.195566,0.570344,0.591352,0.053532,0.177536,5.580528,0.183674,N
2285,0.007264,0.484641,0.397374,0.021007,0.110537,6.23614,0.813084,N
129,0,0.533333,0.736434,0,0,5.77551,0,P
59,0,0.479167,0.711864,0,0.166667,5.44898,1,P
226,0,0.446768,0.721239,0,0.166667,5.105882,0.6,P
112,0,0.466403,0.696429,0.169643,0.043478,5.333333,1,P
17512,0.007384,0.4677,0.669941,0.240806,0.130967,6.147098,0.514019,P
105,0,0.403909,0.790476,0,0.25,5.65,0,P
74,0,0.453488,0.635135,0,0.181818,5.402985,1,P
413,0,0.422027,0.656174,0,0.12,6.368078,0.666667,P
233,0.007958,0.607427,0.334764,0.34764,0,5.5,0,P
3158,0.00076,0.494841,0.782457,0,0.256757,5.961636,0.684211,N
750,0.006687,0.533951,0.736,0.004,0.318182,6.329915,0.428571,N
4692,0.004128,0.461942,0.733376,0.002771,0.105263,4.826511,0.270833,P
387,0,0.464078,0.741602,0.002584,0.192308,6.086957,0.6,P
151,0,0.463415,0.562914,0,0.1,5.949153,1,P
51,0,0.353846,0.745098,0,0.066667,5.636364,1,P
72,0,0.411765,0.694444,0,0.166667,6.301587,1,P
4514,0.005708,0.526238,0.718432,0.005095,0.215434,6.519432,0.447761,P
381,0,0.485386,0.716535,0,0.117647,6.767068,0.75,P
2208,0.002541,0.424714,0.711051,0.353714,0.117647,5.668605,0.5625,P
10763,0.026361,0.554333,0.813807,0.025643,0.223188,7.176796,0.324675,N
1263,0.004219,0.49243,0.809185,0.082344,0.076923,5.166215,0.8125,P
89,0,0.497738,0.707865,0.089888,0.166667,6.883117,0.5,P
48,0,0.459677,0.729167,0,0,6.095238,0,P
342,0,0.462982,0.780702,0.467836,0.304348,5.303226,0.857143,P
427,0.015827,0.241247,0.548009,0.065574,0.010638,6.175532,1,N
41,0,0.464286,0.829268,0,0,5.717949,0,P
678,0.000574,0.438254,0.710915,0.215339,0.16,5.251121,0.25,P
158,0,0.504695,0.791139,0,0.210526,5.496124,0.25,P
463,0,0.440613,0.725702,0.447084,0.125,5.418129,0,P
160,0.002273,0.511364,0.775,0,0.142857,5.62963,0,P
2328,0.005895,0.543253,0.764605,0.003866,0.247475,5.713262,0.367347,P
1790,0.006016,0.553717,0.691062,0.005587,0.216667,5.668217,0.5,N
1657,0.000699,0.506524,0.730235,0.001811,0.223214,5.66775,0.48,P
58,0,0.518248,0.775862,0.017241,0.090909,5.102041,1,P
124,0,0.470414,0.774194,0,0.384615,5.288288,0.6,P
3102,0.004772,0.470484,0.667634,0.08156,0.134884,5.957873,0.482759,P
1316,0.060976,0.586556,0.677052,0.020517,0.424242,5.921748,0.214286,N
296,0.007576,0.454546,0.631757,0,0.371429,6.0125,0.846154,P
1752,0.006643,0.542069,0.78653,0.166667,0.364865,6.332067,0.222222,N
598,0.002171,0.475398,0.665552,0,0.314815,6.565678,0.588235,P
739,0,0.413696,0.61705,0,0.147368,5.873047,0.785714,P
7932,0.01056,0.54754,0.77181,0.001891,0.226744,7.081513,0.435897,N
5820,0.018757,0.562412,0.803093,0.004983,0.183206,7.364574,0.208333,N
10,0,0.666667,0.3,0.1,0.222222,6,1,P
3471,0.007815,0.426523,0.83002,0.067128,0.103175,5.271177,0.538462,N
14,0,0.468085,0.857143,0,0,2.538462,0,P
414,0.002105,0.46,0.55314,0,0.173913,5.916667,0.5,P
48,0.022222,0.511111,0.8125,0.041667,0,6.277778,0,P
377,0.009595,0.615139,0.572944,0,0.011884,6.175573,0.55,N
179,0,0.474299,0.687151,0.139665,0.25,6.142857,0.333333,P
651,0.002447,0.455658,0.682028,0,0.346939,5.790698,0.764706,P
27,0,0.413333,0.777778,0,0,5.571429,0,P
4279,0.092208,0.564719,0.632624,0.060762,0.101351,6.255232,0,N
15,0,0.414634,0.8,0,0.461539,6.133333,1,P
54,0.007246,0.384058,0.611111,0.277778,0.2,5.733333,1,P
1465,0.004167,0.565278,0.505802,0.000683,0.238806,6.879668,0.5625,N
3472,0.003338,0.556811,0.581797,0.005472,0.076047,5.477191,0.832335,N
926,0.000834,0.513964,0.697624,0.049676,0.191781,5.920471,0.285714,P
430,0.008403,0.450047,0.65814,0.146512,0.054054,5.850622,1,P
764,0.000467,0.426038,0.732984,0.116492,0.172414,5.325901,0.8,P
2742,0.003532,0.439614,0.695478,0.364333,0.12234,5.954697,0.434783,P
6711,0.004124,0.388697,0.563552,0.178215,0.260612,5.646215,0.534091,P
2911,0.002233,0.491737,0.630368,0.001374,0.073529,6.556017,0.333333,N
1223,0.001611,0.442333,0.651676,0.000818,0.235294,5.980606,0.6,P
91,0,0.493617,0.703297,0,0.052632,5.230769,1,P
